match_date,player_id,player_name,team,opponent,venue,season,fantasy_points,runs,balls_faced,fours,sixes,dismissed,duck,wickets,balls_bowled,legal_balls_bowled,runs_conceded,maidens,lbw_bowled,catches,stumpings,runouts
2008-05-03,508a1ea7,SE Marsh,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,47,40,32,5,1,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,d18f9182,DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,12,10,6,0,1,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,a1f1829d,K Goel,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,7,6,7,1,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,5fa06777,IK Pathan,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,106,24,26,2,0,False,False,2,25,24,18,0,2,1,0,0
2008-05-03,98ae73b1,PP Chawla,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,26,21,7,3,1,False,False,0,6,6,16,0,0,0,0,0
2008-05-03,6b8eb6e5,S Sreesanth,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,54,0,0,0,0,False,False,2,25,24,25,0,0,0,0,0
2008-05-03,034b4b7d,VRV Singh,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,35,0,0,0,0,False,False,1,24,24,31,0,1,0,0,0
2008-05-03,890de8cb,Gagandeep Singh,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,23,0,0,0,0,False,False,1,24,24,43,0,0,0,0,0
2008-05-03,9ab63e7b,Mohammad Hafeez,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,41,13,12,1,1,True,False,1,18,18,28,0,0,0,0,0
2008-05-03,7050a1e7,DB Das,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,12,5,8,1,0,True,False,0,0,0,0,0,0,0,0,1
2008-05-03,b57f8a9a,BJ Hodge,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,9,1,3,0,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-03,fd835ab3,DJ Hussey,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,120,71,46,4,4,True,False,1,18,18,23,0,0,0,0,1
2008-05-03,b1451597,LR Shukla,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,7,7,10,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,fe11caa6,WP Saha,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,99,59,32,2,4,False,False,0,0,0,0,0,0,0,2,0
2008-05-03,fa463154,AB Agarkar,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,1,1,2,0,0,False,False,0,19,18,26,0,0,0,0,0
2008-05-03,16dfcc19,Umar Gul,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,60,0,0,0,0,False,False,2,26,24,27,0,1,0,0,0
2008-05-03,5bb1a1c4,I Sharma,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,0,0,0,0,0,False,False,0,25,25,41,0,0,0,0,0
2008-05-03,66b30f71,AB Dinda,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,27,0,0,0,0,False,False,1,19,18,24,0,0,0,0,0
2008-05-03,acd4f5dc,DP Vijaykumar,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,4,0,0,0,0,False,False,0,18,18,18,0,0,0,0,0
2008-05-03,6c6591ab,PP Ojha,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,60,0,0,0,0,False,False,2,24,24,28,0,1,0,0,0
2008-05-03,1c914163,Yuvraj Singh,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,35,17,10,2,1,True,False,0,0,0,0,0,0,1,0,0
2008-05-03,6b71e6cf,KC Sangakkara,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,35,28,21,5,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,725529bc,SC Ganguly,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,14,5,7,1,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-03,c3d1402f,RP Singh,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,95,0,0,0,0,False,False,3,25,24,41,0,2,0,0,0
2008-05-03,2498e163,JR Hopes,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2007/08,30,18,12,4,0,True,False,0,18,18,35,0,0,1,0,0
2008-05-03,619aa81f,W Jaffer,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,66,44,37,6,0,True,False,0,0,0,0,0,0,2,0,0
2008-05-03,ba607b88,V Kohli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,45,38,29,1,2,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,86dc8f2e,JH Kallis,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,32,6,5,1,0,True,False,1,24,24,35,0,0,0,0,0
2008-05-03,7eae4418,Misbah-ul-Haq,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,3,3,5,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,0184dc35,R Dravid,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,33,26,19,1,2,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,f3cb53a1,MV Boucher,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,18,16,14,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,e938e1bc,P Kumar,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,103,8,4,2,0,True,False,3,24,24,23,0,1,0,0,0
2008-05-03,91a4a398,Z Khan,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,62,0,0,0,0,False,False,2,24,24,24,0,1,0,0,0
2008-05-03,8fd1a8f5,DW Steyn,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,14,0,0,0,0,False,False,0,25,24,20,0,0,1,0,0
2008-05-03,5451a2c1,B Chipli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,12,10,7,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,2b6e6dec,AC Gilchrist,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,12,10,11,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,de8cce37,VVS Laxman,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,59,52,44,7,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,e1d1b294,HH Gibbs,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,14,5,7,1,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-03,740742ef,RG Sharma,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,70,57,42,5,3,True,False,0,0,0,0,0,0,0,0,0
2008-05-03,0dc00542,Shahid Afridi,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,38,1,2,0,0,True,False,1,24,24,23,0,1,0,0,0
2008-05-03,57efa3be,SB Styris,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,35,2,3,0,0,True,False,1,25,24,29,0,0,0,0,1
2008-05-03,b9be6507,AS Yadav,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,11,3,4,0,0,False,False,0,0,0,0,0,0,1,0,0
2008-05-03,0604ef16,SB Bangar,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,35,17,7,0,2,False,False,0,6,6,14,0,0,1,0,1
2008-05-03,0c2730df,A Kumble,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2007/08,4,0,0,0,0,False,False,0,25,24,47,0,0,1,0,0
2008-05-04,3c6ffae8,YK Pathan,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,16,8,5,0,1,True,False,0,12,12,9,0,0,0,0,0
2008-05-04,3d7e087f,SK Trivedi,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,0,0,0,0,0,False,False,0,12,12,17,0,0,0,0,0
2008-05-04,64d43928,Sohail Tanvir,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,228,0,0,0,0,False,False,6,24,24,14,0,5,2,0,0
2008-05-04,bb18be76,SK Warne,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,33,0,0,0,0,False,False,1,18,18,29,0,0,1,0,0
2008-05-04,4329fbb5,SR Watson,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,48,14,8,1,1,False,False,1,26,24,19,0,0,0,0,0
2008-05-04,d84378a4,M Kaif,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2008-05-04,de8d3876,M Rawat,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2008-05-04,f0f628c7,MM Patel,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,56,0,0,0,0,False,False,2,24,24,16,0,0,0,0,0
2008-05-04,fe93fd9d,RA Jadeja,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2008-05-04,b5da6c24,PA Patel,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,0,0,1,0,0,True,True,0,0,0,0,0,0,0,0,0
2008-05-04,4a8a2e3b,MS Dhoni,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,1,1,7,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,756389bd,S Vidyut,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,27,5,10,1,0,True,False,1,13,12,22,0,0,0,0,0
2008-05-04,1dc12ab9,SK Raina,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,37,27,27,2,0,True,False,0,8,8,10,0,0,1,0,0
2008-05-04,3576e47e,S Badrinath,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,18,15,14,3,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,c3d35165,JA Morkel,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,48,42,33,4,1,True,False,0,10,7,10,0,0,0,0,0
2008-05-04,9f961c14,Joginder Sharma,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,0,0,1,0,0,True,True,0,0,0,0,0,0,0,0,0
2008-05-04,ae78bc32,MS Gony,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,1,1,4,0,0,False,False,0,18,18,25,0,0,0,0,0
2008-05-04,4ba44e19,M Muralitharan,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,31,0,3,0,0,True,True,1,26,24,20,0,0,0,0,0
2008-05-04,20a941bb,M Ntini,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,37,11,12,2,0,True,False,0,18,18,17,1,0,1,0,0
2008-05-04,eea6b7f1,SP Fleming,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,0,0,2,0,0,True,True,0,0,0,0,0,0,0,0,0
2008-05-04,ae091d39,SA Asnodkar,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,37,32,30,5,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,88fccd6c,SM Pollock,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,111,33,15,2,3,True,False,2,24,24,16,0,0,1,0,0
2008-05-04,ee7d0c82,GD McGrath,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,4,0,2,0,0,True,True,0,24,24,26,0,0,0,0,0
2008-05-04,4e04666c,YV Takawale,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,16,14,20,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,f233bbb4,ST Jayasuriya,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,48,34,16,6,1,True,False,0,6,6,16,0,0,0,0,0
2008-05-04,7d3937ed,DJ Thornely,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,71,30,24,2,2,True,False,1,12,12,15,0,0,1,0,0
2008-05-04,1c17e270,RV Uthappa,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,54,22,21,0,2,True,False,0,0,0,0,0,0,3,0,0
2008-05-04,87e562a9,DJ Bravo,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,35,2,4,0,0,True,False,1,18,18,27,0,1,0,0,0
2008-05-04,a45a5e8d,AM Nayar,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,10,2,6,0,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-04,72861603,GC Smith,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2007/08,47,35,44,4,0,False,False,0,0,0,0,0,0,1,0,0
2008-05-04,709b0bac,SS Tiwary,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,18,9,10,1,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-04,5f4e9e8f,RR Raje,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,11,6,5,1,0,False,False,0,12,12,13,0,0,0,0,0
2008-05-04,d2a989fc,DS Kulkarni,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,66,0,0,0,0,False,False,2,18,18,18,0,0,0,0,1
2008-05-04,96fd40ae,A Nehra,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2007/08,93,0,0,0,0,False,False,3,24,24,25,0,0,1,0,0
2008-05-04,8ba8195d,V Sehwag,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,88,40,20,3,3,True,False,1,6,6,2,0,1,0,0,0
2008-05-04,0a476045,S Dhawan,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,1,1,3,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,c4487b84,AB de Villiers,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,33,21,17,2,1,False,False,0,0,0,0,0,0,1,0,0
2008-05-04,64c34cd0,Shoaib Malik,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,66,24,22,1,0,True,False,1,6,6,6,0,0,2,0,0
2008-05-04,c03f1114,KD Karthik,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,31,28,23,3,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-04,33a364a6,R Bhatia,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,42,9,8,0,1,True,False,1,12,12,22,0,1,0,0,0
2008-05-04,9fc0ef64,PJ Sangwan,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,39,2,4,0,0,True,False,1,25,25,21,0,0,1,0,0
2008-05-04,93a17209,VY Mahesh,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,100,3,5,0,0,False,False,3,24,24,33,0,1,1,0,0
2008-05-04,e03b66ec,Mohammad Asif,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,21,0,1,0,0,True,True,1,27,24,46,0,0,0,0,0
2008-05-04,bb345e0b,G Gambhir,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,1,1,9,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-05,5fa06777,IK Pathan,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,63,17,17,1,1,False,False,1,21,20,13,0,0,0,0,1
2008-05-05,1c914163,Yuvraj Singh,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,1,1,4,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-05,d18f9182,DPMD Jayawardene,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,27,17,22,2,0,False,False,0,0,0,0,0,0,1,0,0
2008-05-05,98ae73b1,PP Chawla,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,101,0,0,0,0,False,False,3,25,24,25,0,2,0,0,0
2008-05-05,36d33dd0,RR Sarwan,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,37,31,29,4,1,True,False,0,0,0,0,0,0,0,0,0
2008-05-05,890de8cb,Gagandeep Singh,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,0,0,0,0,0,False,False,0,18,18,28,0,0,0,0,0
2008-05-05,6b8eb6e5,S Sreesanth,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,72,0,0,0,0,False,False,2,26,24,16,0,1,1,0,0
2008-05-05,034b4b7d,VRV Singh,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,25,0,0,0,0,False,False,1,25,24,33,0,0,0,0,0
2008-05-05,622cc511,U Kaul,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,28,0,0,0,0,False,False,0,0,0,0,0,0,2,0,1
2008-05-05,2498e163,JR Hopes,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,6,5,4,1,0,True,False,0,6,6,10,0,0,0,0,0
2008-05-05,ba607b88,V Kohli,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,39,34,36,5,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-05,8fd1a8f5,DW Steyn,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,7,1,3,0,0,False,False,0,26,24,16,0,0,0,0,0
2008-05-05,619aa81f,W Jaffer,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,0,0,4,0,0,True,True,0,0,0,0,0,0,0,0,0
2008-05-05,d0513f63,CL White,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,8,0,1,0,0,True,True,0,0,0,0,0,0,1,0,0
2008-05-05,86dc8f2e,JH Kallis,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,6,0,3,0,0,False,False,0,18,18,14,0,0,0,0,0
2008-05-05,0184dc35,R Dravid,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,77,66,51,9,1,True,False,0,0,0,0,0,0,0,0,0
2008-05-05,508a1ea7,SE Marsh,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007/08,57,39,34,4,1,True,False,0,0,0,0,0,0,0,0,1
2008-05-05,e938e1bc,P Kumar,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,66,0,2,0,0,True,True,2,24,24,22,1,0,0,0,0
2008-05-05,f48cf4da,DT Patil,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,21,4,1,1,0,False,False,0,0,0,0,0,0,2,0,0
2008-05-05,91a4a398,Z Khan,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,60,0,1,0,0,True,True,2,27,24,29,0,1,0,0,0
2008-05-05,0c2730df,A Kumble,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,1,3,7,0,0,False,False,0,22,20,36,0,0,0,0,0
2008-05-05,7eae4418,Misbah-ul-Haq,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2007/08,9,8,7,1,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,740742ef,RG Sharma,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,45,23,17,2,1,True,False,0,0,0,0,0,0,2,0,0
2008-05-06,6c6591ab,PP Ojha,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,29,0,0,0,0,False,False,1,25,24,22,0,0,0,0,0
2008-05-06,acd4f5dc,DP Vijaykumar,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,29,0,0,0,0,False,False,1,18,18,17,0,0,0,0,0
2008-05-06,c3d1402f,RP Singh,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,72,0,0,0,0,False,False,2,20,18,12,0,1,1,0,0
2008-05-06,b9be6507,AS Yadav,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2008-05-06,0604ef16,SB Bangar,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,25,0,0,0,0,False,False,1,24,24,36,0,0,0,0,0
2008-05-06,fe763256,Y Venugopal Rao,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2008-05-06,0dc00542,Shahid Afridi,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,67,20,6,2,2,False,False,1,18,18,27,0,0,2,0,0
2008-05-06,57efa3be,SB Styris,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,68,36,41,3,1,False,False,1,19,18,24,0,0,0,0,0
2008-05-06,e1d1b294,HH Gibbs,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,21,10,10,1,1,True,False,0,0,0,0,0,0,1,0,0
2008-05-06,eea6b7f1,SP Fleming,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,16,14,16,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,4ba44e19,M Muralitharan,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,29,0,0,0,0,False,False,1,25,24,24,0,0,0,0,0
2008-05-06,20a941bb,M Ntini,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,0,0,0,0,0,False,False,0,24,24,37,0,0,0,0,0
2008-05-06,ae78bc32,MS Gony,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,50,15,6,0,2,False,False,1,18,18,15,0,0,0,0,0
2008-05-06,9f961c14,Joginder Sharma,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,19,16,10,1,1,True,False,0,20,20,45,0,0,0,0,0
2008-05-06,c3d35165,JA Morkel,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,67,29,19,1,2,False,False,1,25,24,26,0,0,0,0,0
2008-05-06,4a8a2e3b,MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,25,23,31,2,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,3576e47e,S Badrinath,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,16,0,4,0,0,True,True,0,0,0,0,0,0,2,0,0
2008-05-06,1dc12ab9,SK Raina,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,41,32,21,5,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,95a2ea61,S Anirudha,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,1,1,7,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,2b6e6dec,AC Gilchrist,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,69,54,36,7,2,True,False,0,0,0,0,0,0,0,0,0
2008-05-06,b5da6c24,PA Patel,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,5,4,6,1,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-07,4329fbb5,SR Watson,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,96,32,20,4,1,True,False,2,25,24,26,0,0,0,0,0
2008-05-07,d84378a4,M Kaif,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,4,4,7,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-07,fe93fd9d,RA Jadeja,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,0,0,1,0,0,True,True,0,0,0,0,0,0,0,0,0
2008-05-07,3c6ffae8,YK Pathan,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,9,1,3,0,0,True,False,0,0,0,0,0,0,1,0,0
2008-05-07,64d43928,Sohail Tanvir,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,13,6,6,1,0,True,False,0,23,19,13,0,0,0,0,0
2008-05-07,de8d3876,M Rawat,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,1,1,5,0,0,True,False,0,0,0,0,0,0,0,0,0
2008-05-07,3d7e087f,SK Trivedi,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,3,1,3,0,0,True,False,0,18,18,23,0,0,0,0,0
2008-05-07,f0f628c7,MM Patel,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,2,0,1,0,0,False,False,0,19,18,21,0,0,0,0,0
2008-05-07,bb18be76,SK Warne,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,41,7,7,1,0,True,False,1,14,12,19,0,1,0,0,0
2008-05-07,ae091d39,SA Asnodkar,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports Academy,2007/08,52,39,36,3,1,True,False,0,0,0,0,0,0,1,0,0
2008-05-07,88fccd6c,SM Pollock,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,2007/08,29,0,0,0,0,False,False,1,18,18,19,0,0,0,0,0
2008-05-07,d2a989fc,DS Kulkarni,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,2007/08,52,0,0,0,0,False,False,2,18,18,21,0,0,0,0,0
2008-05-07,96fd40ae,A Nehra,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,2007/08,111,0,0,0,0,False,False,3,18,18,13,0,2,1,0,0
2008-05-07,5f4e9e8f,RR Raje,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,2007/08,54,0,0,0,0,False,False,2,19,18,19,0,0,0,0,0
