match_date,player_id,player_name,team,opponent,venue,season,fantasy_points,runs,balls_faced,fours,sixes,dismissed,duck,wickets,balls_bowled,legal_balls_bowled,runs_conceded,maidens,lbw_bowled,catches,stumpings,runouts
2010-03-25,c03f1114,KD Karthik,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,38,17,19,1,0,False,False,0,0,0,0,0,0,1,0,2
2010-03-25,c4487b84,AB de Villiers,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,62,45,35,3,0,False,False,0,0,0,0,0,0,1,0,1
2010-03-25,dcce6f09,DA Warner,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,46,33,14,3,2,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,0c2730df,A Kumble,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,3,1,1,0,0,False,False,0,24,24,30,0,0,0,0,0
2010-03-25,8fd1a8f5,DW Steyn,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,44,8,9,1,0,True,False,1,26,24,42,0,0,0,0,1
2010-03-25,e938e1bc,P Kumar,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,-4,0,1,0,0,True,True,0,27,24,45,0,0,0,0,0
2010-03-25,f3cb53a1,MV Boucher,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,2,2,3,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,ba607b88,V Kohli,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,56,38,23,4,1,False,False,0,0,0,0,0,0,1,0,0
2010-03-25,d2a6c0e6,EJG Morgan,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,33,17,13,2,0,True,False,0,0,0,0,0,0,0,0,1
2010-03-25,0184dc35,R Dravid,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,1,1,1,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,1c17e270,RV Uthappa,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,22,15,10,1,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,8ba8195d,V Sehwag,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,22,12,11,2,0,True,False,0,0,0,0,0,0,1,0,0
2010-03-25,41eb4a4f,R Vinay Kumar,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,37,2,2,0,0,False,False,1,25,24,29,0,0,1,0,0
2010-03-25,9f961c14,Joginder Sharma,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,31,0,0,0,0,False,False,1,14,13,23,0,1,0,0,0
2010-03-25,91a4a398,Z Khan,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,-2,0,0,0,0,False,False,0,26,25,45,0,0,0,0,0
2010-03-25,b5da6c24,PA Patel,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,7,8,12,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,d8699ab7,ML Hayden,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,28,20,12,4,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,1dc12ab9,SK Raina,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,108,83,52,7,3,False,False,0,0,0,0,0,0,1,0,0
2010-03-25,3576e47e,S Badrinath,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,61,55,45,6,0,False,False,0,0,0,0,0,0,0,0,0
2010-03-25,4a8a2e3b,MS Dhoni,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,8,0,0,0,0,False,False,0,0,0,0,0,0,1,0,0
2010-03-25,c3d35165,JA Morkel,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,4,0,0,0,0,False,False,0,26,24,26,0,0,0,0,0
2010-03-25,0f12f9df,NLTC Perera,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,0,0,0,0,0,False,False,0,6,6,19,0,0,0,0,0
2010-03-25,86dc8f2e,JH Kallis,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,30,27,29,3,0,True,False,0,25,24,36,0,0,0,0,0
2010-03-25,b2b50355,L Balaji,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,21,0,0,0,0,False,False,1,25,24,47,0,0,0,0,0
2010-03-25,a12e1d51,SL Malinga,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,-2,0,0,0,0,False,False,0,28,24,41,0,0,0,0,0
2010-03-25,4ba44e19,M Muralitharan,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,68,0,0,0,0,False,False,2,25,24,32,0,2,0,0,0
2010-03-25,0a476045,S Dhawan,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,71,56,34,5,3,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,d2c2b2d5,SR Tendulkar,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,84,72,52,8,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,709b0bac,SS Tiwary,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,2,2,3,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,626c5379,R Sathish,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,5,5,9,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,a757b0d8,KA Pollard,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,25,20,9,3,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-25,87e562a9,DJ Bravo,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,11,11,7,0,1,False,False,0,24,24,42,0,0,0,0,0
2010-03-25,c654af19,R McLaren,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,38,1,1,0,0,False,False,1,27,24,23,0,1,0,0,0
2010-03-25,855a210c,AP Tare,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0
2010-03-25,8b5b6769,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",2009/10,37,0,0,0,0,False,False,1,25,24,25,0,1,0,0,0
2010-03-25,c8179c68,SB Jakati,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2009/10,27,0,0,0,0,False,False,1,24,24,30,0,0,0,0,0
2010-03-25,93b4fc78,MK Pandey,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2009/10,47,39,29,4,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-26,fe763256,Y Venugopal Rao,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,2,2,5,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-26,2b6e6dec,AC Gilchrist,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,19,1,3,0,0,True,False,0,0,0,0,0,0,0,1,1
2010-03-26,5d9a1a73,R Sharma,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,12,10,5,0,1,True,False,0,22,22,30,0,0,0,0,0
2010-03-26,bcce309e,WPUJC Vaas,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,6,8,13,0,0,True,False,0,18,18,29,0,0,0,0,0
2010-03-26,aaa1b522,TL Suman,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,7,9,15,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-26,740742ef,RG Sharma,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,59,49,35,2,3,True,False,0,12,12,17,0,0,0,0,0
2010-03-26,bd77eb62,A Symonds,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,35,22,14,3,0,False,False,0,12,12,9,0,0,0,0,0
2010-03-26,e1d1b294,HH Gibbs,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,37,25,14,2,2,True,False,0,0,0,0,0,0,0,0,0
2010-03-26,de8cce37,VVS Laxman,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,11,10,12,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-26,addfb70e,SW Tait,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,93,0,0,0,0,False,False,3,27,24,22,0,1,0,0,0
2010-03-26,c3d1402f,RP Singh,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,5,1,4,0,0,False,False,0,12,12,22,0,0,0,0,1
2010-03-26,3d7e087f,SK Trivedi,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,-4,0,0,0,0,False,False,0,18,18,35,0,0,0,0,0
2010-03-26,bb18be76,SK Warne,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,37,0,0,0,0,False,False,1,24,24,15,0,0,0,0,1
2010-03-26,2728e7e9,P Dogra,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,12,0,0,0,0,False,False,0,0,0,0,0,0,0,0,1
2010-03-26,2815fe50,AA Jhunjhunwala,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,26,0,0,0,0,False,False,0,8,6,16,0,0,1,0,2
2010-03-26,864c199e,AC Voges,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,6,0,0,0,0,False,False,0,12,12,9,0,0,0,0,0
2010-03-26,c15e2193,FY Fazal,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,9,8,11,1,0,False,False,0,0,0,0,0,0,0,0,0
2010-03-26,3c6ffae8,YK Pathan,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,117,73,34,2,8,False,False,0,14,12,12,0,0,2,0,0
2010-03-26,890946a0,NV Ojha,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,29,14,17,1,1,True,False,0,0,0,0,0,0,0,1,0
2010-03-26,11df3dc8,MJ Lumb,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,62,45,32,7,0,False,False,0,0,0,0,0,0,1,0,0
2010-03-26,287686fd,S Narwal,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",2009/10,50,0,0,0,0,False,False,2,24,24,35,0,0,0,0,0
2010-03-26,6c6591ab,PP Ojha,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,21,0,0,0,0,False,False,1,21,18,40,0,0,0,0,0
2010-03-27,5afd4539,MS Bisla,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,33,22,24,3,0,True,False,0,0,0,0,0,0,1,0,0
2010-03-27,6b71e6cf,KC Sangakkara,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,33,30,27,3,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-27,1c914163,Yuvraj Singh,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,33,24,16,3,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-27,7ca5e05d,RS Bopara,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,0,0,2,0,0,True,True,0,12,12,18,0,0,0,0,0
2010-03-27,d18f9182,DPMD Jayawardene,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,17,16,15,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-27,5fa06777,IK Pathan,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,77,22,14,1,1,True,False,2,26,24,42,0,0,0,0,0
2010-03-27,a1f1829d,K Goel,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,20,17,17,1,1,False,False,0,0,0,0,0,0,0,0,0
2010-03-27,dd09ff8e,B Lee,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,24,7,5,1,0,False,False,0,25,25,39,0,0,2,0,0
2010-03-27,98ae73b1,PP Chawla,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,41,0,0,0,0,False,False,1,25,24,35,0,1,1,0,0
2010-03-27,5f26df4f,VS Malik,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,4,0,0,0,0,False,False,0,20,19,18,0,0,0,0,0
2010-03-27,db584dad,CH Gayle,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,44,14,12,3,0,True,False,1,20,18,23,0,0,0,0,0
2010-03-27,725529bc,SC Ganguly,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,58,50,40,6,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-27,2049f3a0,SJ Srivastava,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,52,0,0,0,0,False,False,2,22,18,23,0,0,0,0,0
2010-03-27,26e5cabf,MK Tiwary,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,99,75,47,8,2,False,False,0,0,0,0,0,0,1,0,0
2010-03-27,fd835ab3,DJ Hussey,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,11,3,5,0,0,True,False,0,6,6,7,0,0,1,0,0
2010-03-27,896d78ad,AD Mathews,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,64,19,11,2,0,True,False,1,24,24,26,0,1,0,0,0
2010-03-27,fe11caa6,WP Saha,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,12,0,0,0,0,False,False,0,0,0,0,0,0,0,1,0
2010-03-27,4f629497,SE Bond,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,62,0,0,0,0,False,False,2,25,24,24,0,1,0,0,0
2010-03-27,fa463154,AB Agarkar,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,52,0,0,0,0,False,False,2,24,24,32,0,0,0,0,0
2010-03-27,66b30f71,AB Dinda,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,0,0,0,0,0,False,False,0,14,12,19,0,0,0,0,0
2010-03-27,c3a96caf,Mandeep Singh,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,5,4,7,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-27,85aae393,Iqbal Abdulla,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2009/10,4,0,0,0,0,False,False,0,12,12,12,0,0,0,0,0
2010-03-28,c3d1402f,RP Singh,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,84,1,5,0,0,True,False,3,25,24,31,0,0,0,0,0
2010-03-28,78eb4223,KAJ Roach,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,13,10,9,1,0,True,False,0,26,24,32,0,0,0,0,0
2010-03-28,d7b3a420,Jaskaran Singh,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,59,1,2,0,0,True,False,2,23,22,30,0,1,0,0,0
2010-03-28,bd77eb62,A Symonds,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,7,1,6,0,0,True,False,0,25,24,40,0,0,1,0,0
2010-03-28,aaa1b522,TL Suman,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,33,15,17,0,1,True,False,0,0,0,0,0,0,2,0,0
2010-03-28,740742ef,RG Sharma,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,56,45,28,3,2,True,False,0,6,6,14,0,0,0,0,0
2010-03-28,6c6591ab,PP Ojha,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,54,0,0,0,0,False,False,2,24,24,24,0,0,0,0,0
2010-03-28,fe763256,Y Venugopal Rao,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,8,7,9,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,0a476045,S Dhawan,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,8,8,12,2,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,a12e1d51,SL Malinga,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,95,0,0,0,0,False,False,3,23,22,12,0,1,0,0,0
2010-03-28,87e562a9,DJ Bravo,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,40,23,16,3,1,True,False,0,12,12,16,0,0,1,0,0
2010-03-28,709b0bac,SS Tiwary,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,5,4,3,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,70d205c9,AT Rayudu,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,6,6,7,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,626c5379,R Sathish,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,3,3,5,0,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,a757b0d8,KA Pollard,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,32,1,5,0,0,True,False,1,12,12,20,0,0,1,0,0
2010-03-28,c654af19,R McLaren,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,32,13,15,1,0,False,False,0,19,18,24,0,0,2,0,0
2010-03-28,8b5b6769,Harbhajan Singh,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,150,49,18,8,2,False,False,3,26,24,31,0,0,0,0,0
2010-03-28,91a4a398,Z Khan,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,99,0,0,0,0,False,False,3,18,18,21,0,2,0,0,0
2010-03-28,e1d1b294,HH Gibbs,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,38,27,16,3,2,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,d2c2b2d5,SR Tendulkar,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,72,55,43,9,0,True,False,0,0,0,0,0,0,1,0,0
2010-03-28,6afb26d6,MD Mishra,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,16,13,12,1,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,2b6e6dec,AC Gilchrist,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,28,0,2,0,0,True,True,0,0,0,0,0,0,2,1,0
2010-03-28,c8179c68,SB Jakati,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,58,0,0,0,0,False,False,2,24,24,30,0,0,0,0,1
2010-03-28,890946a0,NV Ojha,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,106,80,49,6,5,True,False,0,0,0,0,0,0,0,0,1
2010-03-28,11df3dc8,MJ Lumb,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,43,30,16,3,2,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,c15e2193,FY Fazal,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,26,17,18,1,0,True,False,0,0,0,0,0,0,1,0,0
2010-03-28,3c6ffae8,YK Pathan,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,58,8,6,1,0,True,False,1,26,24,26,0,0,1,0,1
2010-03-28,864c199e,AC Voges,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,27,20,19,1,0,True,False,0,6,6,8,0,0,0,0,1
2010-03-28,2815fe50,AA Jhunjhunwala,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,13,11,6,2,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,287686fd,S Narwal,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,-2,2,2,0,0,False,False,0,19,18,49,0,0,0,0,0
2010-03-28,bb18be76,SK Warne,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,33,0,0,0,0,False,False,1,24,24,34,0,1,0,0,0
2010-03-28,addfb70e,SW Tait,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,55,1,1,0,0,False,False,2,24,24,22,0,0,0,0,0
2010-03-28,3d7e087f,SK Trivedi,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,6,0,0,0,0,False,False,0,24,24,18,0,0,0,0,0
2010-03-28,2728e7e9,P Dogra,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2009/10,6,5,3,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,d8699ab7,ML Hayden,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,24,19,14,1,1,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,4b57e452,M Vijay,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,70,42,28,4,2,True,False,0,0,0,0,0,0,2,0,0
2010-03-28,9f961c14,Joginder Sharma,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,4,0,0,0,0,False,False,0,12,12,23,0,0,1,0,0
2010-03-28,b2ae53f5,T Thushara,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,68,2,3,0,0,False,False,2,25,24,28,0,0,1,0,1
2010-03-28,7daedf2f,KB Arun Karthik,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,3,3,5,0,0,False,False,0,0,0,0,0,0,0,0,0
2010-03-28,4ba44e19,M Muralitharan,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,8,0,0,0,0,False,False,0,25,24,34,0,0,1,0,0
2010-03-28,3576e47e,S Badrinath,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,27,25,27,2,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-28,4a8a2e3b,MS Dhoni,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,35,21,19,2,0,True,False,0,0,0,0,0,0,0,0,2
2010-03-28,1dc12ab9,SK Raina,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,25,14,12,1,0,True,False,0,12,12,15,0,0,1,0,0
2010-03-28,c3d35165,JA Morkel,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,87,28,12,1,3,True,False,2,24,24,46,0,0,0,0,0
2010-03-29,c3a96caf,Mandeep Singh,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,0,0,4,0,0,True,True,0,0,0,0,0,0,0,0,0
2010-03-29,5bb1a1c4,I Sharma,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,33,0,0,0,0,False,False,1,8,6,17,0,1,0,0,0
2010-03-29,d1c94b25,CK Langeveldt,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,54,0,1,0,0,True,True,2,19,18,35,0,1,0,0,0
2010-03-29,abfeb126,M Kartik,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,5,1,2,0,0,True,False,0,24,24,26,0,0,0,0,0
2010-03-29,fa463154,AB Agarkar,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,16,17,13,1,0,True,False,0,13,13,26,0,0,0,0,0
2010-03-29,fe11caa6,WP Saha,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,34,20,17,2,0,False,False,0,0,0,0,0,0,0,1,0
2010-03-29,896d78ad,AD Mathews,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,33,24,18,3,0,True,False,0,12,12,11,0,0,0,0,0
2010-03-29,fd835ab3,DJ Hussey,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,45,29,32,2,1,True,False,0,24,24,24,0,0,1,0,0
2010-03-29,26e5cabf,MK Tiwary,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,0,0,3,0,0,True,True,0,0,0,0,0,0,0,0,0
2010-03-29,725529bc,SC Ganguly,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,4,5,10,1,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-29,16043342,AB McDonald,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,66,0,0,0,0,False,False,2,25,24,37,0,2,0,0,0
2010-03-29,33a364a6,R Bhatia,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,27,0,0,0,0,False,False,1,25,24,28,0,0,0,0,0
2010-03-29,db584dad,CH Gayle,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,2009/10,63,30,21,2,2,True,False,1,24,24,38,0,0,0,0,0
2010-03-29,8ba8195d,V Sehwag,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,10,8,3,2,0,True,False,0,0,0,0,0,0,0,0,0
2010-03-29,bb345e0b,G Gambhir,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,9,1,2,0,0,True,False,0,0,0,0,0,0,1,0,0
2010-03-29,c03f1114,KD Karthik,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,24,0,1,0,0,True,True,0,0,0,0,0,0,0,1,1
2010-03-29,a386e91b,PD Collingwood,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,85,53,45,3,2,True,False,1,5,5,7,0,0,0,0,0
2010-03-29,dcce6f09,DA Warner,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,130,107,69,9,5,False,False,0,0,0,0,0,0,0,0,0
2010-03-29,6b19d823,A Mishra,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,39,0,0,0,0,False,False,1,24,24,18,0,0,1,0,0
2010-03-29,c404f58a,DP Nannes,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,39,0,0,0,0,False,False,1,20,19,15,0,1,0,0,0
2010-03-29,cc1e8c68,UT Yadav,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,62,0,0,0,0,False,False,2,27,25,27,0,1,0,0,0
2010-03-29,99d63244,KM Jadhav,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2009/10,5,4,1,1,0,False,False,0,0,0,0,0,0,0,0,0
